"","GEOID","county","hhincome","hhincome_log","pct_pov","pct_pov_log","pct_white","pop","review_count","review_count_log","avg_rating","avg_price","n"
"164","13089022203","DeKalb County",90753,11.4160069925564,0.160299003322259,-1.77019954381295,0.428571428571429,2457,25.5,3.15130948787245,"4","2",2
"165","13089022302","DeKalb County",95847,11.4706127765844,0.128986534372785,-1.97337822556007,0.584611753599245,4237,34,3.55534806148941,"2","1",1
"166","13089022303","DeKalb County",112049,11.6267807972886,0.0407023144453312,-2.98178371961763,0.714285714285714,3759,77,4.25134425260668,"2","2",2
"167","13089022304","DeKalb County",93031,11.4407955352001,0.14991974317817,-1.83308319473069,0.541894060995185,3115,113.75,4.61623483066175,"4","1",4
"168","13089022403","DeKalb County",224286,12.3207218870903,0.0691598360655738,-2.53628622917496,0.868340163934426,3904,15,2.77258872223978,"4","NaN",1
"169","13089022501","DeKalb County",125923,11.7435052984748,0.0900922778047596,-2.30166274044437,0.494944631680308,4154,255,5.38224905279105,"4","1",2
"170","13089022601","DeKalb County",80000,11.2899069058442,0.0792146242383209,-2.41671030397422,0.758177306564403,4433,62.5,4.08395968147891,"3","2",2
"171","13089022700","DeKalb County",196842,12.1902074563406,0.046229632436529,-2.87831139348529,0.63758389261745,5513,394,5.59569850586731,"4","2",2
"172","13089023000","DeKalb County",125313,11.7386496834965,0.0521132540008207,-2.77879588285073,0.731677524429967,2456,109,4.70048036579242,"4","1",1
"173","13089023102","DeKalb County",65183,11.0851073801878,0.194095690532745,-1.5891663238785,0.438153016514998,2967,34,3.55534806148941,"2","1",1
"174","13089023111","DeKalb County",51058,10.8409133569402,0.253968253968254,-1.3319264331867,0.0690184049079755,1956,2,1.09861228866811,"5","NaN",1
"175","13089023112","DeKalb County",36691,10.5105592816278,0.261191817373258,-1.30492889529859,0.0916098428698488,3373,10,2.39789527279837,"5","NaN",1
"176","13089023113","DeKalb County",57250,10.9553575786521,0.180719058224626,-1.65695383311742,0.328348711422208,3143,33,3.52636052461616,"2","1",1
"177","13089023211","DeKalb County",71981,11.184296390185,0.11713331620858,-2.0625190091831,0.0182378628307218,3893,6,1.94591014905531,"4","NaN",1
"178","13089023212","DeKalb County",73667,11.2074459534879,0.0809052333804809,-2.39793770651338,0.0214568040654997,3542,12,2.56494935746154,"1","NaN",1
"179","13089023214","DeKalb County",81163,11.30433795854,0.138118727674775,-1.90974111280096,0.0141180472869536,5879,16,2.07944154167984,"2","1",2
"180","13089023218","DeKalb County",37435,10.5306284686835,0.128613322161709,-1.97606707735266,0.0381231671554252,2387,26,3.29583686600433,"2","1",1
"181","13089023317","DeKalb County",31824,10.3682901799898,0.311351351351351,-1.13522020194153,0.106256742179072,3708,6.5,2.01267584536757,"5","NaN",2
"182","13089023320","DeKalb County",30167,10.3148353238024,0.322999279019466,-1.09961495411074,0.0196304849884527,4330,33,3.52636052461616,"1","1",1
"183","13089023322","DeKalb County",44750,10.7090701624259,0.0805934242181235,-2.4013736489412,0.0196156925540432,2498,23,3.17805383034795,"2","1",1
"184","13089023325","DeKalb County",91591,11.4251974676332,0.0626362735381566,-2.62229084641585,0.0261645193260654,5045,28,3.36729582998647,"2","1",1
"185","13089023410","DeKalb County",34167,10.4393081821914,0.223927341058566,-1.45274472013885,0.0371294851794072,3205,51,3.95124371858143,"2","1",1
"186","13089023425","DeKalb County",75504,11.2320733485106,0.124637155297533,-2.00517185753482,0.063984049302157,5517,16,2.83321334405622,"4","1",1
"187","13089023431","DeKalb County",55991,10.9331248267007,0.168382798304058,-1.72382348554759,0.0390763765541741,1689,15.5,2.06356719252255,"2","1",2
